country_code,country_display,gho_code,gho_display,region_code,region_display,sex_code,sex_display,world_bank_income_group_display,world_bank_income_group_group_code
AND,Andorra,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
AND,Andorra,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
AND,Andorra,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
AND,Andorra,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
AND,Andorra,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
AND,Andorra,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
AND,Andorra,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
AND,Andorra,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
AND,Andorra,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
AND,Andorra,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,High_income,WB_HI
AND,Andorra,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,High_income,WB_HI
AGO,Angola,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,NA,NA
AGO,Angola,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,NA,NA
AGO,Angola,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,NA,NA
AGO,Angola,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000001,Life expectancy at birth (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,NA,NA
AGO,Angola,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,NA,NA
AGO,Angola,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,NA,NA
AGO,Angola,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,BTSX,Both sexes,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,FMLE,Female,Lower_middle_income,WB_LMI
AGO,Angola,WHOSIS_000015,Life expectancy at age 60 (years),AFR,Africa,MLE,Male,Lower_middle_income,WB_LMI
ATG,Antigua and Barbuda,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
ATG,Antigua and Barbuda,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
ATG,Antigua and Barbuda,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
ATG,Antigua and Barbuda,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,NA,NA
ATG,Antigua and Barbuda,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,NA,NA
ATG,Antigua and Barbuda,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,NA,NA
ATG,Antigua and Barbuda,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,High_income,WB_HI
ATG,Antigua and Barbuda,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,High_income,WB_HI
ARG,Argentina,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
ARG,Argentina,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
ARG,Argentina,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
ARG,Argentina,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,NA,NA
ARG,Argentina,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,NA,NA
ARG,Argentina,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,NA,NA
ARG,Argentina,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,Upper_middle_income,WB_UMI
ARG,Argentina,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,Upper_middle_income,WB_UMI
ARM,Armenia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,NA,NA
ARM,Armenia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,NA,NA
ARM,Armenia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,NA,NA
ARM,Armenia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
ARM,Armenia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
ARM,Armenia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
ARM,Armenia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,Lower_middle_income,WB_LMI
ARM,Armenia,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,Lower_middle_income,WB_LMI
AUS,Australia,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,BTSX,Both sexes,NA,NA
AUS,Australia,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,FMLE,Female,NA,NA
AUS,Australia,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,MLE,Male,NA,NA
AUS,Australia,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,BTSX,Both sexes,High_income,WB_HI
AUS,Australia,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,FMLE,Female,High_income,WB_HI
AUS,Australia,WHOSIS_000001,Life expectancy at birth (years),WPR,Western Pacific,MLE,Male,High_income,WB_HI
AUS,Australia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),WPR,Western Pacific,BTSX,Both sexes,High_income,WB_HI
AUS,Australia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),WPR,Western Pacific,FMLE,Female,High_income,WB_HI
AUS,Australia,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),WPR,Western Pacific,MLE,Male,High_income,WB_HI
AUS,Australia,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,BTSX,Both sexes,NA,NA
AUS,Australia,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,FMLE,Female,NA,NA
AUS,Australia,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,MLE,Male,NA,NA
AUS,Australia,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,BTSX,Both sexes,High_income,WB_HI
AUS,Australia,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,FMLE,Female,High_income,WB_HI
AUS,Australia,WHOSIS_000015,Life expectancy at age 60 (years),WPR,Western Pacific,MLE,Male,High_income,WB_HI
AUT,Austria,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,NA,NA
AUT,Austria,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,NA,NA
AUT,Austria,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,NA,NA
AUT,Austria,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
AUT,Austria,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
AUT,Austria,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
AUT,Austria,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
AUT,Austria,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,High_income,WB_HI
AUT,Austria,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,High_income,WB_HI
AUT,Austria,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
AUT,Austria,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
AUT,Austria,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
AUT,Austria,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,High_income,WB_HI
AUT,Austria,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,High_income,WB_HI
AUT,Austria,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,High_income,WB_HI
AZE,Azerbaijan,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,NA,NA
AZE,Azerbaijan,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,NA,NA
AZE,Azerbaijan,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,NA,NA
AZE,Azerbaijan,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,BTSX,Both sexes,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,FMLE,Female,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000001,Life expectancy at birth (years),EUR,Europe,MLE,Male,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,BTSX,Both sexes,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,FMLE,Female,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EUR,Europe,MLE,Male,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,NA,NA
AZE,Azerbaijan,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,NA,NA
AZE,Azerbaijan,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,NA,NA
AZE,Azerbaijan,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,BTSX,Both sexes,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,FMLE,Female,Lower_middle_income,WB_LMI
AZE,Azerbaijan,WHOSIS_000015,Life expectancy at age 60 (years),EUR,Europe,MLE,Male,Lower_middle_income,WB_LMI
BHS,Bahamas,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
BHS,Bahamas,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
BHS,Bahamas,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
BHS,Bahamas,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
BHS,Bahamas,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,High_income,WB_HI
BHS,Bahamas,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,High_income,WB_HI
BHS,Bahamas,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
BHS,Bahamas,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,High_income,WB_HI
BHS,Bahamas,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,High_income,WB_HI
BHS,Bahamas,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,NA,NA
BHS,Bahamas,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,NA,NA
BHS,Bahamas,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,NA,NA
BHS,Bahamas,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
BHS,Bahamas,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,High_income,WB_HI
BHS,Bahamas,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,High_income,WB_HI
BHR,Bahrain,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,BTSX,Both sexes,NA,NA
BHR,Bahrain,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,FMLE,Female,NA,NA
BHR,Bahrain,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,MLE,Male,NA,NA
BHR,Bahrain,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,BTSX,Both sexes,High_income,WB_HI
BHR,Bahrain,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,FMLE,Female,High_income,WB_HI
BHR,Bahrain,WHOSIS_000001,Life expectancy at birth (years),EMR,Eastern Mediterranean,MLE,Male,High_income,WB_HI
BHR,Bahrain,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EMR,Eastern Mediterranean,BTSX,Both sexes,High_income,WB_HI
BHR,Bahrain,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EMR,Eastern Mediterranean,FMLE,Female,High_income,WB_HI
BHR,Bahrain,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EMR,Eastern Mediterranean,MLE,Male,High_income,WB_HI
BHR,Bahrain,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,BTSX,Both sexes,NA,NA
BHR,Bahrain,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,FMLE,Female,NA,NA
BHR,Bahrain,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,MLE,Male,NA,NA
BHR,Bahrain,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,BTSX,Both sexes,High_income,WB_HI
BHR,Bahrain,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,FMLE,Female,High_income,WB_HI
BHR,Bahrain,WHOSIS_000015,Life expectancy at age 60 (years),EMR,Eastern Mediterranean,MLE,Male,High_income,WB_HI
BGD,Bangladesh,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,BTSX,Both sexes,NA,NA
BGD,Bangladesh,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,FMLE,Female,NA,NA
BGD,Bangladesh,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,MLE,Male,NA,NA
BGD,Bangladesh,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,BTSX,Both sexes,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,FMLE,Female,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000001,Life expectancy at birth (years),SEAR,South_East Asia,MLE,Male,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),SEAR,South_East Asia,BTSX,Both sexes,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),SEAR,South_East Asia,FMLE,Female,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),SEAR,South_East Asia,MLE,Male,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,BTSX,Both sexes,NA,NA
BGD,Bangladesh,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,FMLE,Female,NA,NA
BGD,Bangladesh,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,MLE,Male,NA,NA
BGD,Bangladesh,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,BTSX,Both sexes,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,FMLE,Female,Low_income,WB_LI
BGD,Bangladesh,WHOSIS_000015,Life expectancy at age 60 (years),SEAR,South_East Asia,MLE,Male,Low_income,WB_LI
BRB,Barbados,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,NA,NA
BRB,Barbados,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,NA,NA
BRB,Barbados,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,NA,NA
BRB,Barbados,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
BRB,Barbados,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,FMLE,Female,High_income,WB_HI
BRB,Barbados,WHOSIS_000001,Life expectancy at birth (years),AMR,Americas,MLE,Male,High_income,WB_HI
BRB,Barbados,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
BRB,Barbados,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,FMLE,Female,High_income,WB_HI
BRB,Barbados,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),AMR,Americas,MLE,Male,High_income,WB_HI
BRB,Barbados,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,NA,NA
BRB,Barbados,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,FMLE,Female,NA,NA
BRB,Barbados,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,MLE,Male,NA,NA
BRB,Barbados,WHOSIS_000015,Life expectancy at age 60 (years),AMR,Americas,BTSX,Both sexes,High_income,WB_HI
